key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code
1,1000030,ALEXANDER CY,,ALEXANDER,Tallapoosa,Alabama,35010.0,S C DOSS JR,5,0,1221,0,0,2705,0,0,0,0,0,0,0,49,0,0,122,0,0,100,0,0,134,0,0,0,0,0,0,0,3,1,266287972354,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000030
2,1000060,ANDALUSIA CY,,Andalusia,Covington,Alabama,3642.0,,4,0,590,0,0,1923,0,0,0,0,0,0,0,19,0,0,107,0,0,41,0,0,132,0,0,0,0,0,0,0,0,0,85899345921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000060
3,1000090,ANNISTON CITY,,Anniston,Calhoun,Alabama,36201.0,GEORGE L LYTON,15,0,3276,0,0,3551,0,0,0,0,0,0,0,119,0,0,165,0,0,148,0,0,208,0,0,0,0,0,0,0,0,0,34359738370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000090
4,1000120,ATHENS CITY,313 EAST WASHINGTON ST,Athens,Limestone,Alabama,3561.0,H WILLIAM MITCHELL,5,0,793,0,0,2499,0,0,0,200,360,50,0,18,0,0,106,0,0,22,0,0,125,0,0,1,0,0,2,0,0,0,180388626433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000120
5,1000180,ATTALLA CY,,Attalla,Etowah,Alabama,35954.0,,4,0,360,0,0,1595,0,0,0,0,0,0,0,22,0,0,64,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,120259084288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000180
6,1000210,AUBURN CY,,Auburn,Lee,Alabama,36830.0,WAYNE TEAGUE,7,0,1135,0,0,2242,0,0,0,0,0,0,0,31,0,0,118,0,0,76,0,0,182,0,0,0,0,0,3,0,0,0,176093659837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000210
7,1000240,AUTAUGA COUNTY,,Prattville,Autauga,Alabama,36067.0,,9,0,2395,0,0,4508,0,0,0,0,0,0,0,88,0,0,202,0,0,88,0,0,202,0,0,0,0,0,0,0,0,0,4294967297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000240
8,1000270,BALDWIN,,Bay Minette,Baldwin,Alabama,3650.0,W C MCGOWAN,18,0,3704,0,0,10719,0,0,0,0,0,0,0,142,0,0,437,0,0,183,0,0,600,0,0,0,0,0,0,0,0,0,8589934592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000270
9,1000300,BARBOUR,P O BOX 186,Clayton,Barbour,Alabama,36016.0,RAYMOND E FAUGHT,5,0,2358,0,0,795,0,0,0,70,434,26,0,78,0,5,72,0,0,81,0,5,76,0,0,0,0,0,0,0,0,0,12884901888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000300
10,1000330,BESSEMER CITY,,Bessemer,Jefferson,Alabama,35020.0,,12,0,4949,0,0,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158913789952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000330
11,1000360,BIBB CO,103 S W DAVIDSON,Centreville,Bibb,Alabama,35042.0,W R MCKINZEY,9,0,1298,0,0,2029,0,0,0,0,0,0,0,50,0,0,100,0,0,51,0,0,106,0,0,0,0,0,0,0,0,0,17179869184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000360
12,1000390,BIRMINGHAM CITY,,Birmingham,Jefferson,Alabama,3520.0,RAYMOND CHRISTIAN,95,0,33869,0,0,28125,0,0,0,0,0,0,0,1215,0,0,1193,0,0,1215,0,0,1193,0,0,0,0,0,0,0,0,0,158913789954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000390
13,1000420,BLOUNT COUNTY,P O BOX 578,Oneonta,Blount,Alabama,35121.0,CLYDE BLACKWOOD,16,0,69,0,0,5167,0,0,0,0,0,0,0,5,0,0,188,0,0,5,0,0,195,0,0,0,0,0,0,0,0,0,21474836481,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000420
14,1000450,BREWTON CITY,,Brewton,Escambia,Alabama,36426.0,DALE GARNED,3,0,615,0,0,1047,0,0,0,0,0,0,0,18,0,0,60,0,0,43,0,0,69,0,0,0,0,0,0,0,0,0,115964116994,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000450
15,1000480,BULLOCK COUNTY,108 W HARDAWAY STREET,Union Springs,Bullock,Alabama,36089.0,R G COOK,6,0,2810,0,0,112,0,0,0,0,763,575,0,103,0,0,28,0,0,117,0,0,34,0,0,1,0,0,1,0,0,0,25769803777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000480
16,1000510,BUTLER COUNTY,,Greenville,Butler,Alabama,36037.0,JAMES SHEPHERD,8,0,2565,0,0,2240,0,0,0,0,0,0,0,117,0,0,128,0,0,146,0,0,154,0,0,0,0,0,0,0,0,0,30064771072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000510
17,1000530,CALHOUN COUNTY,,Anniston,Calhoun,Alabama,36201.0,C BOOGER,22,0,1484,0,0,8979,0,0,0,0,0,0,0,52,0,0,400,0,0,77,0,0,524,0,0,0,0,0,0,0,0,0,34359738371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000540
18,1000600,CHAMBERS COUNTY,,La Fayette,Chambers,Alabama,36862.0,M HAYNES,16,0,3372,0,0,3012,0,0,0,0,0,0,0,114,0,0,169,0,0,176,0,0,202,0,0,0,0,0,0,0,0,0,38654705665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000600
19,1000630,CHEROKEE,,Centre,Cherokee,Alabama,35960.0,,11,0,473,0,0,3548,0,0,0,0,0,0,0,15,0,0,159,0,0,15,0,0,166,0,0,0,0,0,0,0,0,0,42949672960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000630
20,1000660,CHILTON COUNTY,,Clanton,Chilton,Alabama,35045.0,GORDON CORWAY,0,0,1083,0,0,4773,0,0,0,0,0,0,0,36,0,0,205,0,0,38,0,0,287,0,0,0,0,0,0,0,0,0,47244640256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000660
21,1000690,CHOCTAW,,Butler,Choctaw,Alabama,36904.0,WOODIE S NAPPER,8,0,2420,0,0,1166,0,0,0,0,1000,200,0,75,0,0,71,0,0,80,0,0,82,0,0,0,0,0,2,0,0,0,51539607552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000690
22,1000720,CLARKE COUNTY,,Grove Hill,Clarke,Alabama,36451.0,NORMAN LOPER,9,0,3374,0,0,1440,0,0,0,0,0,0,0,114,0,0,117,0,0,159,0,0,163,0,0,0,0,0,0,0,0,0,55834574848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000720
23,1000750,CLAY COUNTY,,Ashland,Clay,Alabama,3625.0,,0,0,604,0,0,2414,0,0,0,0,0,0,0,19,0,0,0,0,0,24,0,0,152,0,0,0,0,0,0,0,0,0,60129542144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000750
24,1000780,CLEBURNE COUNTY,P O BOX 248,Heflin,Cleburne,Alabama,36264.0,BILL G AYERS,5,0,206,0,0,2350,0,0,0,0,0,0,0,1,0,0,93,0,0,1,0,0,104,0,0,0,0,0,0,0,0,0,64424509440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000780
25,1000810,COFFEE COUNTY,DRAWER D,Elba,Coffee,Alabama,36323.0,C E PEACOCK,6,0,374,0,0,1939,0,0,0,0,0,0,0,19,0,0,87,0,0,19,0,0,89,0,0,0,0,0,0,0,0,0,68719476738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000810
26,1000840,COLBERT COUNTY,,Tuscumbia,Colbert,Alabama,35674.0,J BROWN,16,0,1123,0,0,3990,0,0,0,0,0,0,0,46,0,0,186,0,0,62,0,0,278,0,0,0,0,0,1,0,0,0,73014444033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000840
27,1000870,CONECUH,,Evergreen,Conecuh,Alabama,36401.0,H W PATE,8,0,2184,0,0,1583,0,0,0,0,0,0,0,89,0,0,102,0,0,136,0,0,153,0,0,0,0,0,0,0,0,0,77309411328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000870
28,1000900,COOSA COUNTY,,Rockford,Coosa,Alabama,35136.0,LLOYD G MCCLEMMY,6,0,1127,0,0,1336,0,0,0,0,0,0,0,38,0,0,67,0,0,48,0,0,88,0,0,0,0,0,6,0,0,0,81604378624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000900
29,1000930,COVINGTON COUNTY,110 CRESCENT STREET (BOX 938),Andalusia,Covington,Alabama,36420.0,THOMAS W CARROLL,9,0,539,0,0,2672,0,0,0,200,25,12,0,18,0,0,113,0,0,20,0,0,128,0,0,2,0,0,1,0,0,0,85899345922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000930
30,1000960,CRENSHAW COUNTY,P O BOX 187,Luverne,Crenshaw,Alabama,36049.0,C W CARPENTER,5,0,1129,0,0,1789,0,0,0,0,200,44,0,37,0,0,105,0,0,37,0,0,109,0,0,0,0,0,0,0,0,0,90194313217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000960
31,1000990,CULLMAN CITY,222 SECOND AVE SE  PO BOX 887,Cullman,Cullman,Alabama,35055.0,ARTHUR W DENNIS,4,5,0,2,1,2871,0,0,0,25,288,0,0,0,0,0,102,0,0,0,0,0,117,0,0,0,0,0,2,0,0,0,79228162514264337688033230848,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000990
32,1001020,COUNTY,P O DRAWER 518,Cullman,Cullman,Alabama,,W HOLLIS TUCKER,27,0,138,0,0,8815,0,0,0,40,12,25,0,4,0,0,306,0,0,4,0,0,321,0,0,0,0,0,12,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001020
33,1001050,DALE COUNTY,BOX 978,Ozark,Dale,Alabama,36360.0,HARVEY D HAGLER,7,0,538,0,0,2126,0,0,0,1420,15,16,0,15,0,0,67,0,0,16,0,0,81,0,0,0,0,0,1,0,0,0,98784247809,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001050
34,1001080,VILLE CITY,DALEVILLE AVE,Daleville,Dale,Alabama,36322.0,JIMMY H BAKER,2,3,97,21,8,1494,0,0,0,25,5,0,0,2,0,0,55,0,0,2,0,0,65,0,0,0,0,0,0,0,0,0,701,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001080
35,1001110,DALLAS COUNTY,,Selma,Dallas,Alabama,36701.0,FRANK EARNEST JR,15,0,5521,0,0,1749,0,0,0,0,0,0,0,210,0,0,112,0,0,262,0,0,125,0,0,0,0,0,0,0,0,0,103079215105,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001110
36,1001140,DE KALB COUNTY,GRAND AVENUE AND SECOND,Fort Payne,DeKalb,Alabama,35967.0,KLIN KELLETT,26,0,122,0,0,8115,0,0,0,250,0,300,0,3,0,0,336,0,0,4,0,0,344,0,0,0,0,0,0,0,0,0,107374182400,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001140
37,1001170,DECATUR CITY,,Decatur,Morgan,Alabama,0.0,,12,0,1325,0,0,7996,0,0,0,0,0,0,0,57,0,0,354,0,0,60,0,0,378,0,0,0,0,0,0,0,0,0,223338299392,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001170
38,1001200,DEMOPOLIS CITY,,Demopolis,Marengo,Alabama,36732.0,,4,0,1007,0,0,996,0,0,0,0,0,0,0,39,0,0,54,0,0,72,0,0,69,0,0,0,0,0,0,0,0,0,197568495616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001200
39,1001230,DOTHAN CITY,,Dothan,Houston,Alabama,36301.0,,17,0,2602,0,0,5566,0,0,0,0,0,0,0,105,0,0,264,0,0,214,0,0,320,0,0,0,0,0,0,0,0,0,150323855360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001230
40,1001260,ELBA CY,,Elba,Coffee,Alabama,36323.0,E TAYLOR,3,0,528,0,0,1320,0,0,0,0,0,0,0,23,0,0,62,0,0,25,0,0,67,0,0,0,0,0,0,0,0,0,68719476736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001260
41,1001290,ELMORE COUNTY,,Wetumpka,Elmore,Alabama,36092.0,WILLARD J RAY,9,0,2470,0,0,3864,0,0,0,0,0,0,0,90,0,0,186,0,0,90,0,0,186,0,0,0,0,0,0,0,0,0,111669149696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001290
42,1001320,ENTERPRISE CITY,,Enterprise,Coffee,Alabama,36330.0,J R SNELLGROVE,0,0,1096,0,0,4163,0,0,0,0,0,0,0,46,0,0,177,0,0,69,0,0,215,0,0,0,0,0,0,0,0,0,68719476739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001320
43,1001350,ESCAMBIA COUNTY,,Brewton,Escambia,Alabama,36426.0,HARRY L WEAVER,11,0,2181,0,0,4340,0,0,0,0,0,0,0,92,0,0,184,0,0,136,0,0,260,0,0,0,0,0,0,0,0,0,115964116992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001350
44,1001380,ETOWAH COUNTY,ROOM 109 COURTHOUSE,Gadsden,Etowah,Alabama,35901.0,C C DAVIS,16,0,262,0,0,7552,0,0,0,567,0,0,0,3,0,0,283,0,0,3,0,0,318,0,0,0,0,0,10,0,0,0,120259084290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001380
45,1001410,EUFAULA CY,,Eufaula,Barbour,Alabama,36027.0,,4,0,1045,0,0,1401,0,0,0,0,0,0,0,37,0,0,73,0,0,70,0,0,90,0,0,0,0,0,0,0,0,0,12884901888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001410
46,1001440,FAIRFIELD CITY,600 VALLEY ROAD,Fairfield,Jefferson,Alabama,35064.0,DON J BYRD,5,0,1758,0,0,1199,0,0,0,125,250,40,0,74,0,0,59,0,0,77,0,0,63,0,0,0,0,0,0,0,0,0,158913789955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001440
47,1001470,FAYETTE CO,,Fayette,Fayette,Alabama,35555.0,R W HOLLINGSWORTH,7,0,679,0,0,2699,0,0,0,0,0,0,0,28,0,0,117,0,0,29,0,0,126,0,0,0,0,0,0,0,0,0,124554051585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001470
48,1001500,FLORALA CITY,,Florala,Covington,Alabama,36442.0,EAKINE ZIGLAR,1,0,141,0,0,272,0,0,0,0,0,0,0,4,0,0,14,0,0,8,0,0,24,0,0,0,0,0,0,0,0,0,85899345923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001500
49,1001530,ENCE CY,,ENCE,Lauderdale,Alabama,35630.0,,10,0,1507,0,0,6232,0,0,0,0,0,0,0,47,0,0,281,0,0,49,0,0,307,0,0,0,0,0,0,0,0,0,167503724545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001530
50,1001560,FORT PAYNE CITY,BOX 61,Fort Payne,DeKalb,Alabama,35967.0,W A ISRAEL,3,0,77,0,0,1659,0,0,0,30,0,10,0,0,0,0,66,0,0,0,0,0,72,0,0,0,0,0,3,0,0,0,79228162514264337700918132738,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001560
51,1001590,FRANKLIN COUNTY,P O BOX 610,Russellville,Franklin,Alabama,35653.0,JOHN B MASSEY,18,0,18,0,0,3292,0,0,0,450,0,165,0,2,0,0,137,0,0,2,0,0,146,0,0,0,0,0,0,0,0,0,128849018881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001590
52,1001620,GADSDEN CITY,501 S TWELFTH ST P O BOX 184,Gadsden,Etowah,Alabama,35902.0,MORT GLOSSER,25,2,3172,3,8,8423,0,0,0,0,443,0,0,109,0,0,331,0,0,121,0,0,381,0,0,2,0,0,2,0,0,0,120259084291,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001620
53,1001660,GENEVA COUNTY,,Geneva,Geneva,Alabama,36340.0,HUBERT G HUGHES,5,0,914,0,0,3898,0,0,0,0,0,0,0,39,0,0,167,0,0,55,0,0,224,0,0,0,0,0,0,0,0,0,133143986177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001650
54,1001680,GREENE CO,,Eutaw,Greene,Alabama,35462.0,,6,0,2937,0,0,21,0,0,0,0,0,0,0,136,0,0,16,0,0,177,0,0,22,0,0,0,0,0,0,0,0,0,137438953472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001680
55,1001690,GUNTERSVILLE CITY,RAYBURN AVE P O BOX 112,GUTHERSVILLE,Marshall,Alabama,35976.0,ERNEST V NEWMAN,4,0,234,0,0,2209,0,0,0,0,0,0,0,3,0,0,94,0,0,3,0,0,102,0,0,0,0,0,0,0,0,0,206158430709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001690
56,1001740,HENRY CO,,Abbeville,Henry,Alabama,36310.0,,5,0,1695,0,0,1284,0,0,0,0,0,0,0,59,0,0,93,0,0,82,0,0,122,0,0,0,0,0,0,0,0,0,146028888065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001740
57,1001760,HOMEWOOD,,Homewood,Jefferson,Alabama,0.0,,4,0,276,0,0,2200,0,0,0,0,0,0,0,14,0,0,90,0,0,14,0,0,90,0,0,0,0,0,0,0,0,0,158456325028528675346001690724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001750
58,1001770,HOUSTON CO,,Dothan,Houston,Alabama,36301.0,JAMES T WILLOUGHOY,8,0,1417,0,0,3603,0,0,0,0,0,0,0,57,0,0,168,0,0,69,0,0,225,0,0,0,0,0,0,0,0,0,150323855362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001770
59,1001800,HUNTSVILLE CITY,714 BOB WALLACE AVE,Huntsville,Madison,Alabama,35802.0,V M BURKETT,38,12,4849,78,55,31247,0,0,0,51,2675,368,1,102,0,1,1182,0,1,113,0,1,1265,0,0,3,0,0,24,0,0,0,193273528321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001800
60,1001830,JACKSON COUNTY,P O BOX 248 COURTHOUSE,Scottsboro,Jackson,Alabama,35768.0,A A CLEMENS,17,0,321,0,0,6427,0,0,0,0,0,0,0,10,0,0,238,0,0,11,0,0,256,0,0,1,0,0,7,0,0,0,154618822656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001830
61,1001860,SONVILLE CITY,NORTH PELHAM ROAD,Jacksonville,Calhoun,Alabama,36265.0,CHARLES A NUNN,2,0,185,4,11,1662,0,0,0,0,0,30,0,6,0,0,79,0,0,6,0,0,84,0,0,0,0,0,0,0,0,0,34359738372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001860
62,1001890,JASPER CITY,1609 SECOND AVE,Jasper,Walker,Alabama,35501.0,BOB H SONGER,6,0,570,0,0,2346,0,0,0,50,0,125,0,4,0,0,102,0,0,5,0,0,117,0,0,0,0,0,2,0,0,0,274877906946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001890
63,1001910,JEFFERSON COUNTY,,Birmingham,Jefferson,Alabama,35203.0,J HALL,91,0,16776,0,0,42941,0,0,0,0,0,0,0,652,0,0,1551,0,0,652,0,0,1551,0,0,0,0,0,0,0,0,0,158913789956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001920
64,1001950,LAMAR COUNTY,COURTHOUSE ANNEX,Vernon,Lamar,Alabama,35592.0,EDWIN ALLEN,6,0,602,0,0,2702,0,0,0,0,0,0,0,23,0,0,109,0,0,23,0,0,112,0,0,0,0,0,0,0,0,0,163208757249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001950
65,1001980,LANETT CY,,Lanett,Chambers,Alabama,36863.0,,4,0,540,0,0,1046,0,0,0,0,0,0,0,21,0,0,48,0,0,21,0,0,53,0,0,1,0,0,2,0,0,0,38654705666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001980
66,1002010,LAUDERDALE COUNTY,P O BOX 278,Florence,Lauderdale,Alabama,35630.0,OSBIE J LINVILLE,14,0,659,0,0,7885,0,0,0,560,370,180,0,31,0,0,319,0,0,32,0,0,350,0,0,0,0,0,0,0,0,0,167503724544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002010
67,1002070,LEE CO,,Opelika,Lee,Alabama,36801.0,T C BRITTON JR,7,0,2333,0,0,2447,0,0,0,0,0,0,0,70,0,0,106,0,0,112,0,0,123,0,0,0,0,0,0,0,0,0,176093659137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002070
68,1002100,LIMESTONE COUNTY,,Athens,Limestone,Alabama,3561.0,PETTUS,12,0,1460,0,0,5523,0,0,0,0,0,0,0,55,0,0,277,0,0,63,0,0,356,0,0,0,0,0,0,0,0,0,180388626434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002100
69,1002130,LINDEN CITY,,Linden,Marengo,Alabama,36748.0,M WOOD,2,0,870,0,0,77,0,0,0,0,0,0,0,30,0,0,26,0,0,45,0,0,29,0,0,0,0,0,0,0,0,0,197568496317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002130
70,1002160,LOWNDES COUNTY SCHOOL DISTRICT,BOX 6,Hayneville,Lowndes,Alabama,36040.0,HULDA COLEMAN,8,0,3984,0,0,385,0,0,0,0,400,0,0,119,0,0,27,0,0,139,0,0,33,0,0,0,0,0,0,0,0,0,184683593729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002160
71,1002190,MACON COUNTY,P O BOX 90,Tuskegee,Macon,Alabama,36083.0,ULYSSES BYAS,11,0,4998,0,0,276,0,0,0,0,850,0,0,189,0,0,34,0,0,219,0,0,38,0,0,1,0,0,2,0,0,0,188978561024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002190
72,1002220,MADISON COUNTY,,Huntsville,Madison,Alabama,35804.0,MATTHEW H HALL,22,0,3124,0,0,8103,0,0,0,222,108,205,0,129,0,0,355,0,0,133,0,0,375,0,0,4,0,0,7,0,0,0,193273528322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002220
