key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code
2521,2612210,TONGANOXIE 464,BOX #199,Tonganoxie,Leavenworth,Kansas,66086.0,THOMAS L MONNINGER,2,5,24,6,7,1082,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,237684487542793013003970150455,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612210
2522,2612240,TOPEKA 501,415 WEST 8TH STREET,Topeka,Shawnee,Kansas,66603.0,MERLE R BOLTON,49,137,3108,55,1121,20581,0,0,0,30,3100,100,2,43,1,12,923,0,2,49,1,12,1006,0,0,1,3,0,55,0,0,0,382252089360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612240
2523,2612300,TOWANDA USD #375,EAST HIWAY 254 BOX 8,Towanda,Butler,Kansas,67144.0,WAYNE H CLARK,5,0,7,0,5,1213,0,0,0,2,6,10,0,0,0,0,63,0,0,0,0,0,67,0,0,0,0,0,6,0,0,0,158456325028528675221447639841,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612300
2524,2612360,TURNER 202,1800 SOUTH 55TH ST,KANSAS CITY,Wyandotte,Kansas,66106.0,WALLACE SMITH,10,14,6,12,61,5434,0,0,0,0,140,150,0,0,0,0,234,0,0,0,0,0,258,0,0,0,0,0,9,0,0,0,450971566101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612360
2525,2612420,ULYSSES 214,810 NORTH MISSOURI,Ulysses,Grant,Kansas,67880.0,MERRIL F DURR,5,1,5,9,190,1566,0,0,0,8,0,0,0,0,0,0,103,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,158456325028528675333116788836,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612420
2526,2612450,UNIONTOWN 235,,Uniontown,Bourbon,Kansas,66779.0,SIDNEY E TRIMMELL,0,0,0,0,2,569,0,0,0,24,0,2,0,0,0,0,34,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,25769803776,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612450
2527,2612510,VALLEY CENTER 262,501 N WEST ST,Valley Center,Sedgwick,Kansas,67147.0,ODES SAPP,4,0,30,0,9,1655,0,0,0,15,5,5,0,0,1,0,82,0,0,0,1,0,88,0,0,0,0,0,1,0,0,0,373662154853,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612510
2528,2612600,VICTORIA 432,E 10TH,Victoria,Ellis,Kansas,67671.0,PETER P O'BRIEN,5,0,0,0,0,598,0,0,0,20,2,0,0,0,0,0,31,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,111669149796,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612600
2529,2612660,WAMEGO 320,815 FIFTH STREET,Wamego,Pottawatomie,Kansas,66547.0,C V REED,0,0,7,0,0,1018,0,0,0,7,0,0,0,0,0,0,63,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,237684487542793013102754398242,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612660
2530,2612690,WASHBURN 437,RT 1,Topeka,Shawnee,Kansas,66619.0,W A MCELROY,10,5,222,19,56,3484,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,192,0,0,1,0,0,203,0,0,0,382252089389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612690
2531,2612720,INGTON 222,,Washington,Washington,Kansas,66968.0,WAYNE ELLIOTT,3,0,0,0,4,584,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,713053462628379038775687249972,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612720
2532,2612780,WATERVILLE 498,,Waterville,Marshall,Kansas,6654.0,MILTON E BROOKS,0,0,0,0,0,553,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,33,0,0,0,0,0,6,0,0,0,158456325028528675436196003940,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612780
2533,2612840,WELLINGTON 353,221 SOUTH WASHINGTON,Wellington,Sumner,Kansas,67152.0,RICHARD WALN,8,9,50,4,144,2073,0,0,0,0,78,1,0,1,0,0,124,0,0,1,0,0,133,0,0,0,0,0,20,0,0,0,412316860416,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612840
2534,2612870,SVILLE 289,104 EAST FIFTH,SVILLE,Franklin,Kansas,6609.0,GALEN KELLY,2,0,0,0,0,736,0,0,0,8,0,0,0,0,0,0,38,0,0,0,0,0,40,0,0,0,0,0,41,0,0,0,128849018880,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612870
2535,2612990,WICHITA 259,428 SOUTH BROADWAY,Wichita,Sedgwick,Kansas,6720.0,ALVIN E MORRIS,113,317,9362,139,1125,52868,0,0,0,50,8000,100,5,168,2,14,2496,0,5,178,2,15,2738,0,0,12,0,0,172,0,0,0,373662154789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612990
2536,2613020,JEFFERSON CO NORTH SCH SYSTEM,,Winchester,Jefferson,Kansas,0.0,,4,1,0,1,0,690,0,0,0,10,115,0,0,0,0,1,46,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,713053462628379038530874114086,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613020
2537,2613050,WINFIELD 465,920 MILLINGTON,Winfield,Cowley,Kansas,67156.0,ROBERT M MCKENZIE,9,6,42,5,56,2519,0,0,0,9,184,8,0,1,0,0,121,0,0,1,0,4,129,0,0,0,0,0,7,0,0,0,158456325028528675264397312100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613050
2538,2700030,ADAIR COUNTY,CITY MUNICIPAL BUILDING,Columbia,Adair,Kentucky,42728.0,WALLACE J COOMER,8,0,146,0,0,2758,0,0,0,49,22,137,0,4,0,0,128,0,0,4,0,0,142,0,0,0,0,0,6,0,0,18,79228162514264337597838917633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700030
2539,2700060,ALLEN CO,E MAPLE STREET,Scottsville,Mitchell,Kansas,42164.0,JAMES E BAZZELL,5,0,25,0,0,2208,0,0,0,75,0,125,0,0,0,0,84,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,8589934592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700060
2540,2700120,ANDERSON COUNTY,202 EAST WOODFORD ST,LAWRENCEBURG,Anderson,Kansas,40342.0,,9,0,121,0,0,2016,0,0,0,13,0,43,0,2,0,0,85,0,0,2,0,0,94,0,0,0,0,0,9,0,0,0,12884901888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700120
2541,2700150,ASHLAND CITY,2601 LEXINGTON AVE,Ashland,Clark,Kansas,41101.0,E W MATHIS,12,3,186,1,5,5826,0,0,0,20,465,10,0,0,0,0,237,0,1,0,0,0,260,0,0,0,0,0,13,0,0,0,42949672960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700150
2542,2700240,BARBOURVILLE CITY,SCHOOL ST,Barbourville,Knox,Kentucky,40906.0,CHARLES SINGLETON,2,0,18,0,0,586,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,713053462628379038603888558080,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700240
2543,2700270,BARDSTOWN CITY,308 N FIFTH STREET,Bardstown,Nelson,Kentucky,40004.0,ABE L HAMMONS,0,0,312,0,0,1345,0,0,0,3,538,32,0,2,0,0,67,0,0,2,0,0,71,0,0,0,0,0,1,0,0,0,79228162514264337980091006976,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700270
2544,2700300,BARREN COUNTY,202 W WASHINGTON ST,Glasgow,Barren,Kentucky,42141.0,EDWARD P HICKEY,10,0,144,0,0,3284,0,0,0,200,0,15,0,0,0,0,141,0,0,0,0,0,171,0,0,0,0,0,2,0,0,0,21474836480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700300
2545,2700330,BATH COUNTY,E MAIN STREET,Owingsville,Bath,Kentucky,40360.0,DARVIN ESTES,4,0,114,0,0,1944,0,0,0,14,0,150,0,0,0,0,78,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,79228162514264337619313754112,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700330
2546,2700390,BELL,BOX 470,Pineville,Bell,Kentucky,40977.0,WM SLUSHER,18,0,4,0,0,4882,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,209,0,0,0,0,0,30,0,0,0,30064771072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700390
2547,2700480,BEREA CITY,401 CHESTNUT STREET,Berea,Madison,Kentucky,40403.0,L R SINGLETON,2,0,22,4,4,1048,0,0,0,5,4,5,0,0,0,0,40,0,0,0,0,0,46,0,0,0,0,0,5,0,0,0,237684487542793013107049365504,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700480
2548,2700510,BOONE COUNTY,102 N ORIENT ST,Burlington,Boone,Kentucky,41005.0,R A JONES,14,2,29,3,7,7460,0,0,0,46,817,8,0,0,0,0,300,0,0,0,0,0,334,0,0,0,0,0,12,0,0,0,34359738368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700510
2549,2700570,BOWLING GREEN CITY,224 E 12TH ST,Bowling Green,Warren,Kentucky,42101.0,JAMES B GRAHAM,10,0,841,0,2,4881,0,0,0,49,250,140,0,16,0,0,214,0,0,21,0,0,252,0,0,1,0,0,27,0,0,0,489626271744,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700570
2550,2700600,BOYD COUNTY,P O BOX 522,Catlettsburg,Boyd,Kentucky,41129.0,WILLIAM P EIDSON,8,0,4,0,0,3892,0,0,0,18,3,197,0,0,0,0,153,0,0,0,0,0,163,0,0,0,0,0,10,0,0,0,42949672962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700600
2551,2700630,BOYLE COUNTY,BOX 520,Danville,Boyle,Kentucky,40422.0,,6,0,66,1,0,2165,0,0,0,107,25,95,0,1,0,0,99,0,0,1,0,0,109,0,0,0,0,0,3,0,0,0,79228162514264337640788590593,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700630
2552,2700660,BRACKEN COUNTY,,Brooksville,Bracken,Kentucky,41004.0,DONALD W COLVIN,4,0,11,0,0,1251,0,0,0,20,14,0,0,0,0,0,50,0,0,0,0,0,52,0,0,0,0,0,4,0,0,0,237684487542793012832171458562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700660
2553,2700690,BREATHITT COUNTY,,Jackson,Breathitt,Kentucky,41339.0,EUGENE SEBASTIAN,9,0,1,0,0,3634,0,0,0,32,0,0,0,0,0,0,140,0,0,0,0,0,159,0,0,0,0,0,5,0,0,0,55834574849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700690
2554,2700720,BRECKINRIDGE COUNTY,"BOX 148,JUCT 3RD ST & US 60",Hardinsburg,Breckinridge,Kentucky,40143.0,O J ALLEN,7,0,195,0,0,2806,0,0,0,130,255,20,0,3,0,1,124,0,0,3,0,1,132,0,0,0,0,0,10,0,0,0,79228162514264337653673492480,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700720
2555,2700750,BULLITT COUNTY,413 BUCKMAN ST,Shepherdsville,Bullitt,Kentucky,40165.0,FRANK R HATFIELD,11,1,47,0,0,7281,0,0,0,6,366,184,0,4,0,0,267,0,0,5,0,0,287,0,0,0,0,0,7,0,0,0,64424509440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700750
2556,2700810,BUTLER COUNTY,120 OHIO ST,Morgantown,Butler,Kentucky,42261.0,ALTON L FLENER,5,0,6,1,0,2297,0,0,0,17,2,105,0,0,0,0,94,0,0,0,0,0,105,0,0,0,1,0,8,0,0,0,79228162514264337662263427072,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700810
2557,2700870,CALLOWAY COUNTY,200 SOUTH SIXTH ST,Murray,Calloway,Kentucky,4207.0,WILLIAM B MILLER,7,0,31,0,0,2525,0,0,0,180,0,25,0,0,0,0,95,0,0,0,0,0,99,0,0,0,0,0,6,0,0,0,158456325028528675264397312100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700870
2558,2700900,CAMPBELL,8002 ALEXANDRIA PIKE,Alexandria,Campbell,Kentucky,4100.0,CHARLES E MCCORMICK,0,0,2,0,0,5133,0,0,0,150,2365,100,0,0,0,1,207,0,0,0,0,1,216,0,0,0,0,0,0,0,0,0,81604378626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700900
2559,2700930,SVILLE CITY,230 WEST MAIN STREET,Campbellsville,Taylor,Kentucky,42718.0,PAUL J COOP,3,0,187,0,0,1512,0,0,0,100,0,140,0,5,0,0,63,0,0,5,0,0,70,0,0,0,0,0,1,0,0,0,79228162514264338061695385601,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700930
2560,2700960,CARLISLE COUNTY,ELM STREET,Bardwell,Carlisle,Kentucky,42023.0,CHARLES J BAKER,4,0,17,0,0,1121,0,0,0,0,0,5,0,0,0,0,47,0,0,0,0,0,50,0,0,0,0,0,8,0,0,0,237684487542793012866531196928,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700960
2561,2700990,CARROLL COUNTY,BOX 90,Carrollton,Carroll,Kentucky,41008.0,ROBERT ISON,0,0,60,0,0,1867,0,0,0,6,59,85,0,0,0,0,78,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,158456325028528675277282213988,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700990
2562,2701020,CARTER COUNTY,,Grayson,Carter,Kentucky,41143.0,ERNEST ROBINSON,13,0,1,2,0,5030,0,0,0,12,0,106,0,0,0,0,187,0,0,0,0,0,210,0,0,0,0,0,7,0,0,0,94489280513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701020
2563,2701050,CASEY COUNTY,,Liberty,Casey,Kentucky,42539.0,N A BUIS,9,0,7,0,0,3050,0,0,0,0,60,8,0,0,0,0,134,0,0,0,0,0,151,0,0,0,0,0,1,0,0,0,79228162514264337692328198144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701050
2564,2701110,CAVERNA CITY,COLLEGE ST,Horse Cave,Hart,Kentucky,4274.0,RALPH C DORSEY,3,0,212,0,0,876,0,0,0,8,0,6,0,0,0,0,44,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,237684487542793012802106687490,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701110
2565,2701140,CENTRAL,WEST MAIN ST,CENTRAL CITY,Muhlenberg,Kentucky,42330.0,GEORGE T TAYLOR,2,0,116,0,0,870,0,0,0,50,10,2,0,2,0,0,0,0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,382252089345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701140
2566,2701150,CHRISTIAN COUNTY,P O BOX 609,Hopkinsville,Christian,Kentucky,4224.0,W D KELLEY,11,0,1827,0,0,5068,0,0,0,194,5,255,0,23,0,0,246,0,0,27,0,0,276,0,0,0,0,0,7,0,0,0,103079215104,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701170
2567,2701200,CLARK COUNTY,1600 WEST LEXINGTON AVE,Winchester,Clark,Kentucky,40391.0,ERNEST R WHITE,12,0,438,0,0,5083,0,0,0,5,111,210,0,5,0,0,196,0,0,6,0,0,221,0,0,1,0,0,31,0,0,0,107374182400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701200
2568,2701230,CLAY COUNTY,P O BOX 246,MANC,Clay,Kentucky,40962.0,MALLIE BLEDSOE,26,0,111,0,0,5526,0,0,0,10,0,36,0,0,0,0,235,0,0,0,0,0,262,0,0,0,0,0,2,0,0,0,111669149696,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701230
2569,2701260,CLINTON COUNTY,,Albany,Clinton,Kentucky,4260.0,ROBERT POLSTON,4,0,1,0,0,1865,0,0,0,2,0,50,0,0,0,0,83,0,0,0,0,0,90,0,0,0,0,0,3,0,0,0,79228162514264337709508067330,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701260
2570,2701320,CORBIN CITY,401 EAST CENTER STREET,Corbin,Whitley,Kentucky,40701.0,RAYMOND H HERNDON,0,0,0,1,0,1587,0,0,0,55,65,25,0,0,0,0,68,0,0,0,0,0,74,0,0,0,0,0,6,0,0,0,506806140929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701320
2571,2701350,COVINGTON CITY,25 EAST SEVENTH,Covington,Kenton,Kentucky,4101.0,BERT A BENNETT,15,2,825,9,3,7621,0,0,0,0,0,0,0,18,0,0,329,0,0,21,0,0,366,0,0,3,0,0,14,0,0,0,253403070466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701350
2572,2701380,CRITTENDEN COUNTY,BOX 368,Marion,Crittenden,Kentucky,42064.0,ZEB RICKETTS,6,0,20,0,0,1779,0,0,0,22,2,50,0,0,0,0,73,0,0,0,0,0,78,0,0,0,0,0,8,0,0,0,79228162514264337713803034625,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701380
2573,2701470,DAVIESS COUNTY,P O BOX 1510,Owensboro,Daviess,Kentucky,42301.0,FRED TAYLOR BURNS,16,0,61,4,2,8189,0,0,0,159,3522,378,0,1,0,0,340,0,0,1,0,0,366,0,0,1,0,0,27,0,0,0,128849018880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701470
2574,2701530,DAYTON CITY,8TH & WALNUT STS,Dayton,Campbell,Kentucky,41074.0,GEORGE W HOUSTON,3,0,0,0,1,1927,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,72,0,0,0,0,0,3,0,0,0,79228162514264337675148328964,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701530
2575,2701560,EARLINGTON CITY,,Earlington,Hopkins,Kentucky,42410.0,JAMES W LARMOUTH,2,0,242,0,0,391,0,0,0,15,4,5,0,4,0,0,22,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,158456325028528675419016134756,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701560
2576,2701620,EDMONSON COUNTY,,Brownsville,Edmonson,Kentucky,4221.0,J P ALEXANDER,6,0,24,0,0,1963,0,0,0,20,0,0,0,0,0,0,86,0,0,0,0,0,94,0,0,0,0,0,4,0,0,0,79228162514264337726687936513,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701620
2577,2701650,ELIZABETHTOWN CITY,MORNINGSIDE DRIVE,Elizabethtown,Hardin,Kentucky,42701.0,TALTON K STONE,5,0,386,8,8,2179,0,0,0,40,200,69,0,2,0,0,99,0,0,2,0,0,106,0,0,0,0,0,11,0,0,0,201863462912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701650
2578,2701680,ELLIOTT COUNTY,,Sandy Hook,Elliott,Kentucky,4117.0,DELMA R DAVIS,4,0,0,0,0,1467,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,137438953472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701680
2579,2701710,EMINENCE CITY,NORTH MAIN STREET,Eminence,Henry,Kentucky,40019.0,MCCOY TARRY,2,0,128,0,0,403,0,0,0,7,0,2,0,3,0,0,24,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,158456325028528675410426200164,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701710
2580,2701740,ERLANGER,39 ERLANGER ROAD,Erlanger,Kenton,Kentucky,41018.0,JAMES I TICHENOR,4,0,93,1,0,2856,0,0,0,38,1300,115,0,0,0,0,112,0,0,1,0,0,122,0,0,0,0,0,4,0,0,0,79228162514264337846947020803,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701740
2581,2701760,ESTILL COUNT,,Irvine,Estill,Kentucky,40336.0,BUFORD T HORTON,6,0,0,0,0,2481,0,0,0,65,5,232,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,8,0,0,0,141733920769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701770
2582,2701800,FAIRVIEW CIT,1820 HOODS CREEK PIKE,Ashland,Boyd,Kentucky,41101.0,DENVER BALL,5,0,3,0,0,1227,0,0,0,2,10,0,0,0,0,0,46,0,0,0,0,0,50,0,0,0,0,0,2,0,0,0,42949672964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701800
2583,2701860,FAYETTE COUNTY,400 LAFAYETTE PARKWAY,Lexington,Fayette,Kentucky,40503.0,G S POTTS,52,2,6316,66,39,29814,0,0,0,19,2239,791,1,144,1,1,1369,0,1,176,1,1,1588,0,0,6,0,0,74,0,0,0,146028888065,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701860
2584,2701950,FLOYD COUNTY,,Prestonsburg,Floyd,Kentucky,4165.0,CHARLES F CLARK,34,0,51,0,0,9528,0,0,0,4,16,82,0,1,0,0,398,0,0,1,0,0,439,0,0,0,0,0,24,0,0,0,154618822656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701950
2585,2701980,FRANKFORT CITY,315 STEELE STREET,Frankfort,Franklin,Kentucky,40601.0,LEE T MILLS,5,0,216,0,0,959,0,0,0,5,1,5,0,5,0,0,50,0,0,6,0,0,54,0,0,0,0,0,3,0,0,0,79228162514264337752457740288,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701980
2586,2702010,KLIN COUNTY,916 EAST MAIN STREET,Frankfort,Franklin,Kentucky,,W ROY BONDURANT,8,0,168,5,0,5649,0,0,0,108,255,100,0,0,0,0,219,0,0,7,0,0,250,0,0,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702010
2587,2702040,FT THOMAS CITY,2400 MEMORIAL PKY,Fort Thomas,Campbell,Kentucky,41075.0,HAROLD MILLER,4,0,0,6,9,2656,0,0,0,16,1385,16,0,0,0,0,106,0,0,0,0,0,117,0,0,0,0,0,5,0,0,0,79228162514264337675148328965,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702040
2588,2702100,FULTON COUNTY,MOSCOW AVE,Hickman,Fulton,Kentucky,42050.0,LD GARRISON,5,0,444,0,0,1119,0,0,0,13,0,15,0,7,0,0,54,0,0,8,0,0,64,0,0,0,0,0,2,0,0,0,163208757249,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702100
