key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Expelled: American Indian,Expelled: Black,Expelled: Asian,Expelled: Spanish Surname,Expelled: Other,Expelled: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Bilingual Instruction,Bilingual Teachers,Bilingual Pupils,Bilingual Material,New School Property,New School Construction,New School Capacity,New School (Greater Minority) Composition,Year,State Code,Assurance,Litigation Code,Selection Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other
5955,4631020,VELMA-ALMA,8,Velma,Stephens,Oklahoma,73091,J M CAREY,2,5,0,0,0,695,0,0,703,0,0,0,0,0,0,5,0,0,0,0,0,0,41,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5956,4631140,VIAN PUBLIC SCHOOLS,434,Vian,Sequoyah,Oklahoma,74962,JIM O BRADFORD,1,219,92,0,0,669,0,46,934,0,0,0,0,0,0,16,0,8,2,1,0,0,46,0,2,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,4631290,VINITA,226 NORTH MILLER,Vinita,Craig,Oklahoma,74301,VERNON BARNES,6,240,139,4,10,1306,0,34,1665,0,0,0,0,1,0,21,0,71,12,0,0,0,54,0,13,0,0,0,56,0,1,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,4631350,WAGONER,204 N CASAVER,Wagoner,Wagoner,Oklahoma,74467,CHARLES CLAYTON SUPT,4,224,166,0,14,1327,0,53,1678,0,0,0,0,0,0,11,0,0,6,3,0,0,50,0,6,3,0,0,0,0,0,1,0,0,29,0,0,0,0,0,1,1,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5959,4631470,WALTERS,102 EAST NEVADA,Walters,Cotton,Oklahoma,73572,MERRELL DILKS,1,122,0,0,0,714,0,10,826,0,0,0,0,0,0,12,3,8,0,0,0,0,36,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,4631950,WAUKOMIS,BOX 70,Waukomis,Garfield,Oklahoma,73773,J R THOMAS,2,0,0,0,0,430,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5961,4632070,WEATHERFORD,516 NORTH BROADWAY,Weatherford,Custer,Oklahoma,73096,RICHARD W BUTLER,4,76,16,3,10,1147,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5962,4632280,WELLSTON,400-900 BIRCH AVE,Wellston,Lincoln,Oklahoma,74881,GENE HILL,2,2,40,1,2,405,0,0,450,0,0,0,0,0,0,2,0,0,1,0,0,0,21,0,1,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5963,4632370,WESTERN HEIGHTS,RRT 3 BOX 345,OKLAHOMA CITY,Oklahoma,Oklahoma,73127,LEONARD CAMPBELL,5,152,36,16,73,3616,0,111,3782,0,0,0,0,4,0,109,0,34,2,0,0,1,148,0,3,0,0,1,158,0,1,0,0,0,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5964,4632430,WETUMKA,P O BOX 8,Wetumka,Hughes,Oklahoma,74883,ERNIE STOUT,1,159,58,4,2,389,0,0,612,0,0,0,0,0,0,0,0,0,5,0,0,0,27,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,4632460,WEWOKA,1100 SOUTH OKFUKEE,Wewoka,Seminole,Oklahoma,4,CARL ROBLYER,3,168,333,3,0,772,0,79,1199,0,2,0,0,1,0,52,0,40,3,6,0,0,49,0,6,7,0,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,4632790,WILBURTON,301 WEST CADDO,Wilburton,Latimer,Oklahoma,74578,P J SMITH SUPT,0,248,24,5,4,692,0,59,914,0,0,0,0,0,0,35,0,1,10,0,0,0,25,0,10,0,0,0,28,0,4,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5967,4633180,WOODWARD,10TH AND MAIN,Woodward,Woodward,Oklahoma,73801,JOE GLOVER,8,15,1,3,21,2742,0,1,2781,0,0,0,0,0,0,1,0,39,2,0,0,1,115,0,2,0,0,1,122,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5968,4633210,WRIGHT CITY PUB SCHOOL,BOX 329,WRIGHT CITY,McCurtain,Oklahoma,74766,AUSTIN FINLEY,1,181,21,0,0,502,0,0,704,0,0,0,0,0,0,0,0,6,5,1,0,0,24,0,5,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969,4633240,WYANDOTTE PUBLIC SCHOOLS,B,Wyandotte,Ottawa,Oklahoma,74370,WILLIS H SHELL,3,118,0,2,0,522,0,0,642,0,0,0,0,0,0,3,0,2,3,0,0,0,26,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,4700640,MYRTLE POINT SCHOOL DIST 41,212 SPRUCE STREET,Myrtle Point,Coos,Oregon,97458,JOE H STEWART,7,24,0,0,7,1318,0,0,1349,0,0,0,0,0,0,4,0,0,1,0,1,0,66,0,1,0,1,0,71,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5971,4701020,ADRIAN PUBLIC SCHOOL,BOX 108,Adrian,Malheur,Oregon,97901,GLENN WARD,2,3,0,20,52,344,0,0,419,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,3,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5972,4701080,ALBANY ELEMENTARY SCHOOLS,718 W 7TH AVENUE,Albany,Bryan,Oklahoma,9732,R L SMITH,9,18,1,17,31,2152,0,5,2214,0,0,0,0,0,0,0,55,0,0,0,2,0,105,0,0,0,2,0,115,0,0,0,0,0,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973,4701110,NY UNION HS DIST NO 8J,2010 SOUTH ELM ST,Albany,Bryan,Oklahoma,,MARVIN L EVANS,5,16,0,21,39,3887,0,0,3964,0,0,0,0,47,0,0,0,0,1,1,0,0,170,0,1,1,0,0,188,0,1,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,4701560,ASHLAND PUBLIC SCHOOLS,885 SISKIYOU BOULEVARD,Ashland,Pittsburg,Oklahoma,97520,STANLEY CJOBE,7,23,4,16,30,2851,0,6,2918,0,0,0,0,0,0,0,13,3,0,0,0,0,128,0,0,0,0,0,141,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5975,4701620,ASTORIA SCHOOL DIST 1C,PO BOX 269,ASTORIA ,Clatsop,Oregon,97103,ROY R SEEBORG,5,9,14,48,3,2291,0,301,2064,0,0,1,0,14,0,10,96,92,0,0,2,0,0,0,0,0,2,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5976,4701650,ATHENA,B,Athena,Umatilla,Oregon,9781,C H SIMPSON,2,73,0,2,5,328,0,0,408,0,0,0,0,2,0,1,4,2,2,0,0,1,21,0,2,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,4701830,BANKS DISTRICT NO 13,BOX 38,BANKS,Washington,Oklahoma,97106,ROBERT H SCHMOR,5,0,1,0,15,880,0,0,896,0,0,0,0,3,0,6,181,0,0,0,0,0,40,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5978,4701920,BEAVERTON SCHOOL DISTRICT 48,P O BOX 200,Beaverton,Washington,Oregon,97005,BOYD APPLEGARTH,34,34,63,136,101,19233,0,1,19566,0,0,0,0,0,0,10,100,0,1,2,8,5,906,0,2,2,8,5,1056,0,0,0,1,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5979,4701980,BEND PUBLIC SCHOOLS,FOOT OF BROADWAY,Bend,Deschutes,Oregon,97701,R E JEWELL,12,20,8,14,46,5244,0,21,5311,0,0,0,0,0,0,2,200,50,0,0,1,1,226,0,0,0,1,1,254,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,4702040,BETHEL SCHOOL DISTRICT #52,4640 BARGER AVENUE,Eugene,Lane,Oregon,97402,RAY KLAPPENBACH,8,26,24,27,41,3357,0,0,3475,0,0,0,0,7,0,0,31,35,1,0,2,0,171,0,1,0,2,0,204,0,0,0,0,0,12,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,4702520,BURNS UNION HIGH #2,1100 OREGON AVE,Burns,Harney,Oregon,97720,ORVILLE R BAILEY,1,7,1,0,1,490,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5982,4702640,CANBY #86,501 N GRANT STREET,Canby,Clackamas,Oregon,97013,PAUL R ACKERMAN,3,0,0,1,43,1383,0,54,1373,0,0,0,0,9,0,0,0,0,0,0,1,0,70,0,0,0,1,0,73,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5983,4702730,CARLTON ELEMENTARY DIST #11,P O BOX 338 3RD AND POLK STREE,Carlton,Yamhill,Oregon,97111,ALTA FOSBACK,1,1,0,0,5,335,0,0,341,0,0,0,0,0,0,12,10,2,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,4702790,CASCADE SCHOOL DIST NO 5,RT 1                          ,Turner,Marion,Oregon,97392,FRED ARCHER,2,0,0,5,36,1074,0,0,1115,0,0,0,0,0,0,0,35,0,0,0,0,0,58,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5985,4702850,CENTRAL 13J,1610 MONMOUTH ST,Independence,Polk,Oregon,97351,WAYNE MCMURRAY,9,21,21,15,268,2158,0,3,2480,0,0,0,0,6,0,2,15,0,0,0,1,1,115,0,0,0,1,1,123,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5986,4702910,LINN SCHOOL DISTRICT,ROUTE 1 BOX 65,Halsey,Linn,Oregon,97348,RONALD J TIPPETS,4,6,0,1,9,970,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,59,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,4702940,POINT 6,451 NO 2ND ST,Central Point,Jackson,Oregon,97501,CHARLES A MEYER,9,17,1,12,27,3917,0,10,3964,1,0,0,0,9,0,3,11,10,2,0,0,0,174,0,2,0,0,0,198,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5988,4703260,COLUMBIA COUNTY ADM SCHOOL DIS,B,Westport,Clatsop,Oregon,97016,ARTHUR R TIMMER,6,9,0,6,9,1790,0,0,1814,0,0,0,0,1,0,0,1,0,0,0,1,0,99,0,0,0,1,0,111,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,4703265,CO ADM DIST 13       ,P O BOX 318,Rainier,Columbia,Oregon,97048,WENDELL CURRY,0,3,0,3,4,1457,0,0,1467,0,0,0,0,0,0,3,3,0,0,0,0,0,79,0,0,0,0,0,86,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,4703390,COQUILLE SCHOOL     RICT 8,RT 1 BOX 197,Coquille,Coos,Oregon,97423,ALFRED G JOHNSON,0,22,1,5,6,1786,0,3,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,94,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,4703480,CORVALLIS 509J,1555 S W 35TH STREET,Corvallis,Benton,Oregon,97330,DR THOMAS WOGAMAN,20,18,30,95,49,7663,0,0,7855,0,0,0,0,10,0,0,172,0,0,2,2,2,373,0,0,2,2,2,417,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5992,4703660,COOS BAY SCHOOL DISTRICT 9,7TH AND HALL STREET,Coos Bay,Coos,Oregon,9742,JOHN CROWLEY,16,88,7,46,62,6107,0,0,6310,0,0,0,0,3,0,10,6,150,4,0,0,1,300,0,4,0,3,1,314,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5993,4703690,CRESWELL,PO BOX 67,Creswell,Lane,Oregon,6,ALFRED C JOHNSON,3,7,3,6,2,976,0,0,994,0,0,0,0,0,0,17,0,0,1,0,1,0,51,0,1,0,1,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5994,4703720,CROOK COUNTY UNIT,B,Prineville,Crook,Oregon,97754,DR E T WILLIAMS,7,17,1,7,34,2588,0,4,2643,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,0,1,126,0,0,0,0,0,3,0,1,2,25,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5995,4703780,CROW-APPLEGATE SCH DIST #66,ROUTE 5 BOX 912,Eugene,Lane,Oregon,97402,EDWARD E COOPER,4,0,0,2,3,512,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,34,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5996,4703870,DALLAS 002,619 COURT STREET,Dallas,Polk,Oregon,97338,GORDON KUNKE,9,27,5,18,26,2532,0,6,2602,0,0,0,0,0,0,14,23,19,0,0,0,0,131,0,0,0,0,0,148,0,0,0,0,0,9,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,4703930,DAVID DOUGLAS,2900 S E 122ND AVENUE,Portland,Multnomah,Oregon,97236,DR HOWARD F HORNER,14,34,50,106,43,8240,0,20,8453,0,0,0,0,6,0,17,87,94,0,1,6,2,384,0,0,1,6,2,437,0,0,0,0,0,70,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,4703960,DAYS CREEK 015,P O BOX 18,Days Creek,Douglas,Oregon,97429,CHARLES W HALE,3,1,0,0,0,301,0,0,302,0,0,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,4704350,NORTH DOUGLAS SCHOOLS DIST #22,428,Drain,Douglas,Oregon,97435,RICHARD SMITH,2,4,1,0,11,620,0,2,634,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,4704680,ESTACADA 108                  ,MAIN STREET P O BOX 518,Estacada,Clackamas,Oregon,97023,ROBERT E CODY SUPT,4,5,3,0,9,1553,0,1,1569,0,0,0,0,3,0,0,0,0,0,1,0,0,76,0,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,4704740,EUGENE 04J,200 N MONROE,Eugene,Lane,Oregon,97402,MILLARD Z POND,43,73,153,151,108,20050,0,40,20495,0,0,0,0,0,0,0,1112,250,2,3,6,2,939,0,4,4,7,2,1058,0,0,4,0,3,104,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,4704950,FERN RIDGE DISTRICT 28J,B,Elmira,Lane,Oregon,97437,EUGENE SMITH,6,11,1,3,19,1823,0,6,1851,0,0,0,0,1,0,0,16,5,0,0,0,0,82,0,0,0,0,0,92,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,4705160,FOREST GROVE 015,1917 PACIFIC AVENUE,Forest Grove,Washington,Oregon,97116,D H ARMSTRONG,9,5,2,10,198,3811,0,14,4012,0,0,0,0,0,0,2,0,0,2,0,2,1,165,0,2,0,2,1,182,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,4705610,GLADSTONE SCH DIST #115,17777 S E WEBSTER ROAD,Gladstone,Clackamas,Oregon,97027,FRANK D ELLIS,3,7,5,15,7,1408,0,2,1440,0,0,0,0,0,0,0,0,0,1,0,0,0,65,0,1,0,0,0,75,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,4705670,GLIDE 12,B,Glide,Douglas,Oregon,97443,C A DADY,5,11,10,3,4,1117,0,0,1145,0,0,0,0,0,0,0,0,0,2,0,0,0,69,0,2,0,0,0,77,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,4705760,GOLD BEACH UNION HIGH,757 SO ELLENSBURG,Gold Beach,Curry,Oregon,4,EDSEL V COLVIN,1,4,0,0,0,333,0,0,337,0,0,0,0,0,0,0,0,10,0,0,1,0,20,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,4705910,GRANTS PASS PUBLIC SCHOOLS,223 S E M STREET,Grants Pass,Josephine,Oregon,97526,EUGENE ALLISON,10,37,4,27,38,5116,0,998,4223,0,0,0,0,38,0,8,16,23,1,0,0,0,237,0,1,0,0,0,263,0,1,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6008,4705970,GRESHAM 004,1400 S E 5TH,Gresham,Multnomah,Oregon,97030,GORDON A RUSSELL,6,10,7,36,30,3163,0,0,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,185,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,4706000,UNION HIGH,1120 NORTH MAIN,Gresham,Multnomah,Oregon,,HARRY A THOMPSON,3,14,10,49,13,4736,0,1,4821,0,0,0,0,6,0,5,150,145,1,0,2,0,228,0,1,0,2,0,254,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,4706180,HARRISBURG 42J,P O BOX 247 642 SMITH ST,Harrisburg,Linn,Oregon,97446,GERALD L NEWTON,1,3,0,1,4,414,0,0,422,0,0,0,0,0,0,2,2,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,4706300,HERMISTON SCHOOL DIST #8R,600 S FIRST STREET,Hermiston,Umatilla,Oregon,97838,RICHARD H SCOTT,5,16,16,4,91,2325,0,8,2452,0,0,0,0,0,0,0,42,60,1,0,1,0,126,0,1,0,1,0,145,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,4706360,HILLSBORO UNION HIGH DIST,1595 S E TV HWY,Hillsboro,Washington,Oregon,97123,LANE E PUBOSE,4,2,0,6,105,3900,0,2,4011,0,0,0,1,25,0,0,40,30,0,0,0,0,173,0,0,0,0,0,197,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,4706510,HOOD RIVER CO SCH DIST,10TH & EUGENE STREETS,Hood River,Hood River,Oregon,97031,FRANK LARIZA,10,27,16,102,66,3025,0,11,3225,0,0,0,0,7,0,0,36,20,0,0,0,0,167,0,0,0,0,0,184,0,0,0,0,0,8,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,4706720,JEFFERSON 14J,P O BOX 210,Jefferson,Marion,Oregon,97352,LYLE RILLING,2,2,2,2,109,788,0,0,903,0,0,0,0,1,0,0,7,8,0,0,1,0,43,0,0,0,1,0,45,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,4706780,JOHN DAY 003,116 BRIDGE ST,John Day,Grant,Oregon,97845,DEAN NODINE,5,4,0,0,3,918,0,2,925,0,0,0,0,0,0,3,0,1,0,0,0,0,50,0,0,0,0,0,55,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6016,4706900,JOSEPHINE COUNTY UNIT,706 N W A ST P O BOX 971,Grants Pass,Josephine,Oregon,97526,TOM W CALKINS,13,29,2,10,48,4300,0,10,4379,0,0,0,0,20,0,940,200,60,1,0,1,0,171,0,2,0,1,0,186,0,0,0,0,0,13,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,4707020,KLAMATH COUNTY SCHOOL DISTRICT,VETERANS MEMORIAL BUILDING,Klamath Falls,Klamath,Oregon,97601,JAMES B CONROY,22,365,54,46,104,6591,0,0,7160,0,0,0,0,2,0,24,58,26,2,0,0,0,317,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,4707050,FALLS CITY SCHOOL DIST,475 SOUTH ALAMEDA,Klamath Falls,Klamath,Oregon,,EARL E FERGUSON,8,75,27,10,61,1969,0,26,2116,0,0,0,0,0,0,10,277,10,1,1,0,0,105,0,1,1,0,0,113,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,4707050,FALLS CITY SCHOOL DIST,475 SOUTH ALAMEDA,Klamath Falls,Klamath,Oregon,,EARL E FERGUSON,8,75,27,10,61,1969,0,26,2116,0,0,0,0,0,0,10,277,10,1,1,0,0,105,0,1,1,0,0,113,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,4707200,LA GRANDE DISTRICT #1,1108 J AVENUE,La Grande,Union,Oregon,97850,RONALD D WALK,8,5,15,9,28,2875,0,20,2912,0,0,0,0,4,0,6,0,6,1,0,1,0,121,0,1,0,1,0,138,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,4707230,LAKE OSWEGO PUBLIC SCHOOLS,2455 SW COUNTRY CLUB ROAD,Lake Oswego,Clackamas,Oregon,97034,DR L F MILLHOLLEN,11,14,58,46,36,6568,0,180,6542,0,0,0,0,10,0,0,260,50,0,1,0,4,277,0,0,1,0,5,317,0,0,0,0,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,4707260,VIEW 007,B,VIEW,Lake,Oregon,97630,REX HUNSAKER,5,30,0,3,9,1226,0,98,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,82,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
