key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Expelled: American Indian,Expelled: Black,Expelled: Asian,Expelled: Spanish Surname,Expelled: Other,Expelled: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Bilingual Instruction,Bilingual Teachers,Bilingual Pupils,Bilingual Material,New School Property,New School Construction,New School Capacity,New School (Greater Minority) Composition,Year,State Code,Assurance,Litigation Code,Selection Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other
1,1000030,ALEXANDER CITY                ,310 WILSON STREET             ,ALEXANDER CITY,Tallapoosa,Alabama,35010,S C DOSS JR,5,0,1191,0,0,2550,0,255,3486,0,0,0,0,0,0,8,10,13,0,44,0,0,105,0,0,47,0,0,118,0,0,0,0,0,2,0,2,0,0,2,1,2,2,2,5,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1000060,ANDALUSIA CITY SCHOOLS,122 6TH AVENUE,Andalusia,Covington,Alabama,3642,OSCAR M ZEANAH,4,0,586,0,0,1833,0,87,2332,0,0,0,0,0,0,51,50,37,0,20,0,0,96,0,0,23,0,0,104,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1000090,ANNISTON CITY SCHOOLS,1425 WOODSTOCK AVENUE,Anniston,Calhoun,Alabama,36201,DR JOHN L FULMER,14,0,3219,5,1,3074,0,61,6238,0,0,0,0,0,0,125,650,300,0,109,0,0,155,0,0,119,0,0,167,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1000100,ARAB CITY,GUNTERSVILLE RD PO DRAWER O,Arab,Marshall,Alabama,35016,B B NELSON JR,4,0,0,0,0,2556,0,90,2466,0,0,0,0,0,0,25,10,50,0,0,0,0,93,0,0,0,0,0,98,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1000120,ATHENS CITY,313 EAST WASHINGTON STREET,Athens,Limestone,Alabama,35611,R DALE WEIZENECKER,5,0,617,0,0,2396,0,189,2824,0,0,0,0,0,0,150,255,10,0,18,0,0,119,0,0,20,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1000180,ATTALLA CITY,810 N 4TH ST,Attalla,Etowah,Alabama,35954,BILLY J RAINS,4,0,344,0,0,1585,0,1,1928,0,0,0,0,3,0,0,12,0,0,19,0,0,66,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1000210,AUBURN CITY,418 DUMAS DRIVE,Auburn,Lee,Alabama,36830,DR WAYNE TEAGUE,7,0,1163,4,5,1992,0,26,3138,0,0,0,0,0,0,0,75,0,0,23,0,0,102,0,0,23,0,0,115,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1000240,AUTAUGA COUNTY,PO BOX 130,Prattville,Autauga,Alabama,36067,JOHN R HARGIS,9,0,2311,0,8,4828,0,0,7151,0,0,0,0,0,0,0,335,0,0,88,1,0,199,0,0,92,1,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1000270,BALDWIN,B,Bay Minette,Baldwin,Alabama,3650,W CANDLER MCGOWAN,19,9,3235,5,48,10660,0,0,13954,0,10,0,0,11,0,0,1201,850,0,132,0,0,424,0,0,138,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1000300,BARBOUR,PO BOX 186,Clayton,Barbour,Alabama,36016,WILLIAM A EDSON,6,0,2288,0,0,750,0,0,3038,0,0,0,0,0,0,100,565,500,0,83,0,0,62,0,0,85,0,0,65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1000330,BESSEMER CITY,412 NO 17TH ST,Bessemer,Jefferson,Alabama,35020,DR JACK HALE,13,0,4830,0,3,2080,0,0,6913,0,17,0,0,2,0,0,1369,632,0,180,0,0,115,0,0,199,0,0,133,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1000360,BIBB COUNTY,103 S W DAVIDSON DRIVE,Centreville,Bibb,Alabama,35042,J L KORNEGAY JR,9,0,1188,0,0,2076,0,21,3243,0,1,0,0,0,0,5,280,600,0,43,0,0,94,0,0,44,0,0,105,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1000390,BIRMINGHAM CITY,2015 SEVENTH AVENUE NORTH,Birmingham,Jefferson,Alabama,3520,DR HENRY SPARKS,92,7,34290,31,29,23372,0,31,57698,0,40,0,0,45,0,6,5381,2500,0,1101,0,0,1096,0,0,1185,0,0,1192,0,0,44,0,0,50,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1000420,BLOUNT COUNTY SCH SYSTEM,PO BOX 578,Oneonta,Blount,Alabama,35121,CLYDE BLACKWOOD,17,0,60,0,2,5491,0,22,5531,0,0,0,0,1,0,0,0,0,0,6,0,0,210,0,0,6,0,0,217,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1000450,BREWTON CITY,9,Brewton,Escambia,Alabama,36426,DALE T GARNER,3,0,546,0,0,1029,0,38,1537,0,4,0,0,0,0,18,127,69,0,16,0,0,60,0,0,17,0,0,64,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1000480,BULLOCK COUNTY,108 W HARDAWAY ST PO BOX 231,Union Springs,Bullock,Alabama,36089,R G COOK,6,0,2672,0,0,69,0,0,2741,0,0,0,0,0,0,0,708,402,0,101,0,1,29,0,0,109,0,1,31,0,0,2,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1000510,BUTLER COUNTY,P O BOX 160,Greenville,Butler,Alabama,36037,DR JAMES A SHEPHERD,8,0,2702,0,0,1685,0,0,4387,0,5,0,0,1,0,0,1090,60,0,96,0,0,103,0,0,99,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1000530,CALHOUN COUNTY,PO BOX 307,Anniston,Calhoun,Alabama,36201,CHARLES N BOOZER,21,0,1067,6,4,9196,0,0,10273,0,1,0,0,0,0,117,200,15,0,42,0,0,372,0,0,46,0,0,403,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1000570,CARBON HILL CITY,B,Carbon Hill,Walker,Alabama,35549,HOLLIS G THOMPSON,3,0,74,0,0,910,0,556,428,0,0,0,0,0,0,0,0,10,0,3,0,0,38,0,0,3,0,0,41,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1000600,CHAMBERS COUNTY,202 1ST AVENUE SE,La Fayette,Chambers,Alabama,36862,MORSE HAYNES,17,0,3325,0,0,2732,0,0,6057,0,1,0,0,0,0,103,500,115,0,92,0,0,164,0,0,98,0,0,174,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1000630,CHEROKEE        BOARD OF EDUCA,B,Centre,Cherokee,Alabama,35960,ROBERT E ELLIOTT,18,0,483,0,0,3663,0,100,4046,0,0,0,0,0,0,0,29,65,0,13,0,0,184,0,0,13,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1000660,CHILTON COUNTY                ,DRAWER 69,Clanton,Chilton,Alabama,35045,GORDON CONWAY,8,0,949,0,0,5068,0,0,6017,0,0,0,0,0,0,0,130,350,0,38,0,0,192,0,0,42,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1000690,CHOCTAW,COURTHOUSE,Butler,Choctaw,Alabama,36904,WOODIE S NAPPER,0,0,2455,0,0,1208,0,0,3663,0,1,0,0,0,0,0,800,300,0,84,0,0,86,0,0,88,0,0,91,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1000720,CLARKE COUNTY,PO BOX 428,Grove Hill,Clarke,Alabama,36451,NORMAN LOPER,9,0,3299,0,0,1359,0,0,4658,0,0,0,0,0,0,50,1220,80,0,101,0,0,101,0,0,111,0,0,113,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1000750,CLAY COUNTY,OX 216,Ashland,Clay,Alabama,3625,LEONARD D BROOKS,10,0,636,0,0,2361,0,56,2941,0,0,0,0,0,0,16,0,75,0,22,0,0,106,0,0,22,0,0,111,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1000780,CLEBURNE COUNTY,48,Heflin,Cleburne,Alabama,36264,BILL G AYERS,5,0,223,0,0,2348,0,0,2571,0,0,0,0,0,0,43,0,139,0,1,0,0,101,0,0,1,0,0,109,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1000810,COFFEE COUNTY,107 FACTORY,Elba,Coffee,Alabama,36323,H J LOCKLAR,9,2,433,0,0,1936,0,0,2371,0,0,0,0,1,0,60,0,450,0,19,0,0,90,0,0,19,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1000840,COLBERT COUNTY,EAST 5TH STREET,Tuscumbia,Colbert,Alabama,35674,DAVID C BROWN,17,1,1152,0,0,3845,0,0,4998,0,0,0,0,0,0,50,165,15,0,39,0,0,191,0,0,48,0,0,208,0,0,2,0,0,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1000870,CONECUH,PO BOX 150,Evergreen,Conecuh,Alabama,36401,WAYNE POPE,9,0,2112,0,0,1484,0,0,3596,0,2,0,0,1,0,0,244,5,1,81,0,0,93,0,1,84,0,0,99,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1000900,COOSA COUNTY,OX 37,Rockford,Coosa,Alabama,35136,LLOYD G MCCLENNY,6,0,1150,0,0,1317,0,42,2425,0,0,0,0,0,0,122,50,50,0,37,0,0,72,0,0,37,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1000930,COVINGTON COUNTY SCHOOLS,EIGHTH AVENUE,Andalusia,Covington,Alabama,36420,J MURRAY KING,8,0,518,0,0,2563,0,86,2995,0,0,0,0,0,0,385,0,45,0,21,0,0,114,0,0,21,0,0,123,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1000960,CRENSHAW COUNTY,PO BOX 187,Luverne,Crenshaw,Alabama,36049,JOE R SPORT,5,0,1170,0,0,1905,0,0,3075,0,0,0,0,0,0,0,180,250,0,36,0,0,105,0,0,36,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1000990,CULLMAN CITY SCHOOLS,222 SECOND AVENUE S E,Cullman,Cullman,Alabama,35055,DR ARTHUR W DENNIS,4,0,0,1,2,2796,0,275,2521,0,0,0,0,0,0,35,300,0,0,0,0,0,112,0,0,0,0,0,128,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1001020,COUNTY,P O BOX 518,Cullman,Cullman,Alabama,,JIM BOYD,14,0,168,0,0,9131,0,23,9277,0,0,0,0,8,0,45,25,18,0,1,0,0,343,0,0,3,0,0,358,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1001050,DALE COUNTY,PO BOX 978,Ozark,Dale,Alabama,36360,HARVEY D HAGLER,10,0,467,0,0,2173,0,215,2425,0,3,0,0,0,0,1430,15,27,0,15,0,0,94,0,0,16,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1001080,VILLE CITY SCHOOL SYSTEM,DALEVILLE AVE,Daleville,Dale,Alabama,36322,J H BAKER,2,4,113,43,9,1365,0,35,1499,0,0,0,0,0,0,110,3,15,0,3,0,0,60,0,0,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1001110,DALLAS COUNTY BOARD OF EDUCATI,P O BOX 1056,Selma,Dallas,Alabama,36701,FRANK EARNEST JR,22,0,5129,0,0,1984,0,31,7083,0,1,0,0,1,0,300,280,0,0,165,0,0,145,0,0,175,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1001140,DEKALB C    Y                 ,2ND AND FORREST,Fort Payne,DeKalb,Alabama,35967,KLIN KELLETT,25,0,123,0,2,8288,0,60,8353,0,0,0,0,0,0,200,0,290,0,4,0,0,343,0,0,4,0,0,369,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1001170,DECATUR CITY,210 WILSON STREET NE,Decatur,Morgan,Alabama,35601,CURTIS P SELLERS,13,0,1429,2,4,7905,0,294,9046,0,0,0,0,0,0,12,466,0,0,49,1,0,357,0,0,53,1,0,395,0,0,1,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1001200,DEMOPOLIS CITY,JACKSON STREET,Demopolis,Marengo,Alabama,36732,A A KNIGHT,4,0,904,0,0,953,0,10,1847,0,1,0,0,1,0,30,310,10,0,27,0,0,56,0,0,30,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1001230,DOTHAN CITY,500 DUSY STREET,Dothan,Houston,Alabama,36301,SAM PRICE JONES,17,0,2729,2,6,5564,0,42,8259,0,0,0,0,0,0,200,910,22,0,89,1,0,240,0,0,98,1,0,259,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1001260,ELBA CITY,TROY HIGHWAY DRAWER F,Elba,Coffee,Alabama,36323,ELMER TAYLOR,4,0,502,0,0,1385,0,357,1530,0,1,0,0,1,0,0,0,80,0,16,0,0,66,0,0,17,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1001290,ELMORE COUNTY,PO BOX 617,Wetumpka,Elmore,Alabama,36092,WILLARD J RAY,12,0,2476,2,0,4232,0,0,6710,0,0,0,0,0,0,0,525,0,0,91,0,0,189,0,0,94,0,0,202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1001320,ENTERPRISE CITY,400 WATTS AVENUE,Enterprise,Coffee,Alabama,36330,JACK D RUTLAND,10,0,1079,1,1,4069,0,0,5150,0,8,0,0,14,0,0,0,150,0,41,0,0,172,0,0,49,0,0,190,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1001350,ESCAMBIA COUNTY,301 BELLEVILLE AVENUE,Brewton,Escambia,Alabama,36426,HARRY L WEAVER,12,171,2231,0,14,4077,0,12,6481,0,2,0,0,4,0,58,680,25,1,95,0,0,170,0,1,101,0,0,186,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1001380,ETOWAH COUNTY SCHOOL SYSTEM,ROOM 109 COURTHOUSE,Gadsden,Etowah,Alabama,35901,C C DAVIS,16,0,229,2,1,7968,0,0,8200,0,0,0,0,0,0,549,0,0,0,6,0,0,303,0,0,6,0,0,326,0,0,1,0,0,12,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1001410,EUFAULA CITY,SANFORD AVENUE,Eufaula,Barbour,Alabama,36027,O B CARTER,5,0,1156,0,2,1446,0,0,2606,0,0,0,0,0,0,118,185,12,0,27,0,0,91,0,0,31,0,0,97,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1001440,FAIRFIELD CITY SCHOOLS,600 VALLEY ROAD,Fairfield,Jefferson,Alabama,35064,DON J BYRD,0,0,1495,0,0,1042,0,0,2537,0,25,0,0,1,0,0,945,550,0,60,0,0,52,0,0,65,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1001470,FAYETTE COUNTY,COURT HOUSE ANNEX,Fayette,Fayette,Alabama,35555,JEFFIE J LAWRENCE,0,0,688,0,0,2633,0,43,3278,0,1,0,0,0,0,345,0,21,0,28,0,0,122,0,0,28,0,0,127,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1001500,FLORALA CITY BD OF EDUCATION,E 7TH AVE,Florala,Covington,Alabama,36442,ERSKINE L ZIGLAR,1,0,116,0,0,251,0,5,362,0,0,0,0,1,0,6,0,0,0,3,0,0,13,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1001530,ENCE CITY SCHOOLS,541 RIVERVIEW DRIVE,ENCE,Lauderdale,Alabama,35630,G L FARMER,9,0,1503,1,0,5909,0,0,7413,0,0,0,0,0,0,475,500,0,0,35,0,0,253,0,0,45,0,0,282,0,0,1,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1001560,FORT PAYNE CITY,45 ST N W,Fort Payne,DeKalb,Alabama,35967,W A ISRAEL,3,0,60,0,1,1609,0,173,1497,0,1,0,0,0,0,30,0,10,0,0,0,0,66,0,0,0,0,0,72,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1001590,FRANKLIN COUNTY SCHOOLS,PO BOX 610,Russellville,Franklin,Alabama,35653,JOHN B MASSEY,8,0,21,0,0,3336,0,185,3172,0,0,0,0,0,0,640,0,85,0,2,0,0,156,0,0,2,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1001620,GADSDEN CITY,501 SO 12TH STREET,Gadsden,Etowah,Alabama,35902,MORT GLOSSER,22,1,3018,7,3,6913,0,0,9942,0,8,0,0,1,0,0,630,0,0,110,0,0,333,0,0,122,0,0,361,0,0,1,0,0,4,0,0,0,0,0,0,2,2,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1001660,GENEVA COUNTY,P O BOX 248,Geneva,Geneva,Alabama,36340,JOSEPH P GRANGER,4,0,746,0,0,2980,0,0,3726,0,0,0,0,0,0,0,0,73,0,25,0,0,143,0,0,25,0,0,148,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1001680,GREENE C    Y SCHOOL SYSTEM,PO BOX 569,Eutaw,Greene,Alabama,35462,ROBERT BROWN,5,0,2853,0,0,29,0,0,2882,0,0,0,0,0,0,50,350,0,0,121,0,0,15,0,0,129,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1001720,HALEYVILLE CITY SCHOOLS,1800 EAST 20TH STREET,Haleyville,Winston,Alabama,35565,BOYCE S ALBRIGHT,2,0,15,3,5,1778,0,0,1801,0,0,0,0,0,0,15,8,10,0,0,0,0,70,0,0,0,0,0,79,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1001740,HENRY CO BOARD OF EDUC,PO BOX 413,Abbeville,Henry,Alabama,36310,WILLIAM F COVINGTON,8,0,1626,2,1,1209,0,0,2838,0,2,0,0,1,0,0,314,0,0,42,0,0,92,0,0,50,0,0,100,0,0,1,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1001760,HOMEWOOD CITY,1903 29TH AVE SOUTH,Homewood,Jefferson,Alabama,35209,G V NUNN,5,0,300,14,9,2640,0,14,2949,0,0,0,0,0,0,3,450,0,0,39,0,0,101,0,0,39,0,0,114,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1001770,HOUSTON COUNTY,PO DRAWER 1688,Dothan,Houston,Alabama,36301,JAMES T WILLOUGHBY,8,0,1434,0,0,3880,0,180,5134,0,0,0,0,0,0,97,275,152,0,57,0,0,169,0,0,60,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1001800,HUNTSVILLE CITY SCHOOLS,714 BOB WALLACE AVENUE,Huntsville,Madison,Alabama,35804,DR V M BURKETT,40,22,5514,115,43,29713,0,91,35316,0,8,0,0,4,0,0,3187,460,0,124,0,2,1277,0,0,137,1,2,1380,0,0,2,0,0,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1001830,JACKSON COUNTY,COURTHOUSE PO BOX 248,Scottsboro,Jackson,Alabama,35768,A A CLEMENS,28,0,267,0,0,6245,0,0,6512,0,0,0,0,0,0,650,0,0,0,14,0,0,256,0,0,14,0,0,272,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1001860,SONVILLE CITY SCH,NORTH PELHAM ROAD,Jacksonville,Calhoun,Alabama,36265,CHARLES A NUNN,2,1,171,8,13,1722,0,307,1608,0,0,0,0,0,0,0,2,0,0,7,0,0,73,0,0,7,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1001890,JASPER CITY,1609 SECOND AVENUE PO BOX 500 ,Jasper,Walker,Alabama,35501,BOB H SONGER,6,0,544,0,0,2320,0,305,2559,0,0,0,0,0,0,100,0,143,0,0,0,0,103,0,0,8,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1001910,JEFFERSON COUNTY,1009 NORTH 21ST STREET        ,Birmingham,Jefferson,Alabama,35203,DR J REVIS HALL,74,3,13295,23,8,41862,0,214,55234,0,0,0,0,0,0,250,1949,75,0,568,0,3,1357,0,0,601,0,3,1478,0,0,6,0,0,10,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1001950,LAMAR COUNTY,COURTHOUSE ANNEX,Vernon,Lamar,Alabama,35592,EDWIN ALLEN,5,0,647,0,0,2850,0,0,3497,0,0,0,0,0,0,0,0,0,0,23,0,0,113,0,0,23,0,0,117,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1001980,LANETT CITY,PO BOX 329,Lanett,Chambers,Alabama,36863,W O LANCE,4,0,495,0,0,1065,0,100,1460,0,1,0,0,1,0,0,50,0,0,17,0,0,45,0,0,18,0,0,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1002010,LAUDERDALE COUNTY,OX 278,Florence,Lauderdale,Alabama,35630,OSBIE J LINVILLE,14,0,633,0,0,8208,0,462,8379,0,0,0,0,6,0,388,505,160,0,24,0,0,332,0,0,24,0,0,364,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
