key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code,
1975,2401680,METROPOLITAN SCHOOL DISTRICT,4952 STATE ROAD 9 NORTH,Anderson,Madison,Indiana,2,DALE PROUGH,8,0,15,2,28,5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,6,0,0,0,701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1976,2410440,SOUTH MADISON COMMUNITY SCHOOL C,"327 SOUTH EAST STREET, BOX 90",Pendleton,Madison,Indiana,46064,HAROLD A. SMITH,7,0,0,3,3,3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,7,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1977,2400450,BEECH GROVE SCHOOL C,1248 BUFFALO,Beech Grove,Marion,Indiana,46107,J. EARL BALES,4,0,0,0,0,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,2,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1978,2402640,METROPOLITAN SCH DIST OF DECATUR,7523 MOORESVILLE RD,WEST NEWTON,Marion,Indiana,46183,ROBERT F. GLADDEN,5,1,0,5,0,4265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201,0,0,0,0,0,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1979,2403750,FRANKLIN TOWNSHIP COMM. SCH. COR,8809 SOUTHEASTERN AVENUE,Indianapolis,Marion,Indiana,46239,RT L. MASON,0,0,12,0,0,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,3,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1980,2404770,INDIANAPOLIS PUBLIC SCHOOLS,120 EAST WALNUT STREET,Indianapolis,Marion,Indiana,46204,GEORGE F. OSTHEIMER,122,0,36577,0,0,72010,0,0,0,0,0,0,0,0,0,0,0,962,0,0,3349,0,0,47,0,0,118,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1981,2405670,METRO. SCH. DIST. OF LAWRENCE TO,7601 EAST 56TH STREET,Lawrence,Marion,Indiana,46226,EDWIN ESTELL,8,9,42,20,39,8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1982,2412720,OPOLITAN SCH. DIST. OF WASH.,,Indianapolis,Marion,Indiana,46240,DR. J. EVERETT LIGHT,17,4,1080,25,12,14357,0,0,0,0,0,0,0,0,0,0,1,6,1,1,704,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1983,2408820,OOL DISTRICT OF,1130 EAST EPLER AVENUE,Indianapolis,Marion,Indiana,46227,FRANK W. HUNTER,14,6,16,5,14,10721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1984,2408910,. DIST. OF PIKE,6901 ZIONSVILLE ROAD,Indianapolis,Marion,Indiana,46268,MAX H. SHAW,4,3,112,1,2,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,11,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2412360,O. SCH. DIST. WARREN TWP.,9039 E. 10TH STREET,Indianapolis,Marion,Indiana,46229,AUSTIN E. WALKER,12,1,2,0,3,9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,15,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1986,2412810,OPOLITAN SCH DIST OF WAYNE T,1220 SOUTH HIGH SCHOOL ROAD,Indianapolis,Marion,Indiana,46241,"DR. SIDNEY SPENCER,",15,0,152,4,32,11264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,528,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,2400180,ARGOS COMMUNITY SCHOOLS,440 NORTH FIRST STREET,Argos,Marshall,Indiana,4650,GERALD M. HESS,2,0,1,0,11,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,4,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,2400900,BREMEN PUBLIC SCHOOLS,700 WEST SOUTH STREET,Bremen,Marshall,Indiana,6,EDWARD S. SECOR,3,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1989,2409060,PLYMOUTH COMMUNITY SCHOOL CORP.,200 NORTH LIBERTY STREET,Plymouth,Marshall,Indiana,46563,DR. KENNETH REBER,6,6,0,2,60,2836,0,0,0,0,0,0,0,0,0,0,0,0,2,0,131,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1990,2409120,POLK-LINCOLN-JOHNSON SCHOOL CORP,506 ROOSEVELT ROAD,Walkerton,St. Joseph,Indiana,46574,ROBERT B. HANNI,4,0,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1991,2406060,LOOGOOTEE CONSOLIDATED SCHOOL CO,PO BOX 282,Loogootee,Martin,Indiana,47553,MR. GEORGE T. WILLIA,6,0,8,0,0,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,9,0,0,0,219043332097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1992,2410170,SHOALS COMMUNITY SCHOOL CORPORAT,BOX P,Shoals,Martin,Indiana,47581,GLENN E. KEEFE,2,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,2,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1993,2408850,PERU COMMUNITY SCHOOLS,423 NORTH BROADWAY,Peru,Miami,Indiana,46970,F. E. GOODNIGHT,10,149,153,11,29,3694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,162,0,0,0,0,0,7,0,0,0,223338299402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1994,2407890,NORTH MIAMI CONSOLIDATED SCHOOL,BOX 218,Denver,Miami,Indiana,46926,DR. CHARLES J. MISHL,5,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,4,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1995,2408340,OAK HILL UNITED SCHOOL CORPORATI,RURAL ROUTE 1 BOX 525,Converse,Miami,Indiana,46919,MR. HUBERT A. DUBOIS,0,0,0,0,152,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,8,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1996,2406090,MACONAQUAH SCHOOL CORPORATION,R R 1 BOX 28A,Bunker Hill,Miami,Indiana,4,RAY L. GEYER,8,0,135,28,155,3687,0,0,0,0,0,0,0,0,0,0,0,3,0,0,146,0,0,0,0,0,12,0,0,0,701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1997,2400630,MONROE COUNTY COMMUNITY SCHOOL C,441 SOUTH COLLEGE AVENUE,Bloomington,Monroe,Indiana,47401,RONALD E. WALTON,26,9,146,61,36,12617,0,0,0,0,0,0,0,0,0,0,0,11,1,0,604,0,0,0,0,0,28,0,0,0,227633266691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,2402460,CRAWFORDSVILLE COMMUNITY SCHOOL,1000 FAIRVIEW AVE,Crawfordsville,Montgomery,Indiana,47933,C. MERRILL DAILEY,8,0,44,6,1,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,9,0,0,0,231928233988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,2407900,NORTH MONTGOMERY COMMUNITY SCHOO,105 NORTH MAIN STREET,Linden,Montgomery,Indiana,47955,EUAL S. MC CAULE,6,0,0,0,0,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,6,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,2410450,SOUT,BOX 222,New Market,Montgomery,Indiana,4796,"BOB J. TANDY, SUPERI",5,0,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2001,2406510,METROPOLITAN SCH. DIST. OF MARTI,190 SOUTH JEFFERSON STREET,Martinsville,Morgan,Indiana,46151,BRUNO F. LUPATO,11,1,0,1,9,5365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239,0,0,0,0,0,16,0,0,0,236223201287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,2407140,MOORESVILLE CONSOLIDATED SCHOOL,,Mooresville,Morgan,Indiana,8,WILLIAM R. CURRY,7,0,0,0,0,3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,2410470,SOUTH NEWTON SCHOOL CORP.,110 NORTH THIRD STREET,Kentland,Newton,Indiana,47951,MR. FISHER,4,0,0,0,0,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,3,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,2407920,NORT                    ORATION,30 EAST STATE STREET,Morocco,Newton,Indiana,47963,WILLIAM R. FREEL,5,0,2,0,21,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,2,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,2402970,EAST NOBLE SCHOOL CORPORATION,302 E HARDING ST,Kendallville,Noble,Indiana,46755,SUPERINTENDENT'S OFF,8,0,0,5,10,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,0,0,0,0,7,0,0,0,244813136373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,2401710,CENTRAL NOBLE COMMUNITY SCHOOL C,105 E MAIN,Albion,Noble,Indiana,47110,"GRANVILLE L. DEATON,",4,0,0,2,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,5,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007,2409600,RISING SUN-OHIO COUNTY COMM. SCH,HENRIETTA,Rising Sun,Ohio,Indiana,4704,JOHN G. ROEDER,3,0,11,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,2410980,SPRINGS VALLEY COMMUNITY SCHOOLS,415 COLLEGE ST,French Lick,Orange,Indiana,47432,"DENNIS R. WEIKERT, S",2,0,9,0,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,1,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,2408640,PAOLI COMMUNITY SCHOOLS,ELM STREET,Paoli,Orange,Indiana,47454,CHARLES W. MIKELS,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,2408700,METRO SCH DIST OF SOUTHWEST PARK,2ND FLOOR COURT HOUSE,Rockville,Parke,Indiana,47872,JOHN BLAND,4,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,2411550,TURKEY RUN CONSOLIDATED SCHOOL C,,Marshall,Parke,Indiana,47859,"DALE DEPLANTY, SUPER",0,0,1,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,2411280,TELL CITY SCHOOL CITY,13TH STREET,TELL CITY,Parke,Indiana,47586,C. G. SWADLE,0,0,0,0,0,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,2411520,METROPOLITAN SCH DIST OF TROY TO,R R 1 BOX 288,TELL CITY,Parke,Indiana,,"DON E. MILLER, S",3,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2401740,PERRY CENTRAL COMMUNITY SCH CORP,,Leopold,Perry,Indiana,47551,"EDGAR ETIENNE, SUPT.",4,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,2408900,PIKE COUNTY SCHOOL CORPORATION,10TH & WALNUT STREET,Petersburg,Pike,Indiana,47567,"LOREL COLEMAN, SUPER",8,0,2,2,0,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,3,0,0,0,270582939657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016,2400750,BOONE TOWNSHIP SCHOOL,SOUTH MAIN STREET,Hebron,Porter,Indiana,46341,HOWARD L. DILLABAUGH,1,0,0,1,8,820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,2409000,PLEASANT TOWNSHIP SCHOOL CORPORA,PO BOX 327,Kouts,Porter,Indiana,7,CARL E. HEFNER,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018,2409150,PORTAGE TOWNSHIP SCHOOLS,5894J CENTRAL AVENUE,Portage,Porter,Indiana,46368,"DR. RALPH L. KELLY,",11,6,1,1,48,8330,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348,0,0,0,0,1,30,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,2411970,VALPARAISO COMMUNITY SCHOOLS,405 CAMPBELL STREET,Valparaiso,Porter,Indiana,46383,"G. WARREN PHILLIPS,",12,2,0,7,9,4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,27,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2402800,WESTCHESTER TOWNSHIP    . CORPOR,700 W. PORTER AVE,Chesterton,Porter,Indiana,46304,DR. KARL SPECKHARD,5,0,1,0,2,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021,2407950,METROPOLITAN SCH DIST OF NORTH P,BOX 277,Poseyville,Posey,Indiana,47633,IVAN A. HOLLEN,4,1,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,6,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,2409360,WEST CENTRAL    OOL CORPORATION,110 MAIN ST,Winamac,Pulaski,Indiana,0,"L. E. ZEHR, SUPT.",3,0,0,0,40,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,2,0,0,0,283467841536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,2402220,CLOVERDALE COMMUNITY SCHOOLS,,Cloverdale,Putnam,Indiana,4612,ARTHUR L. JOHNSON,2,0,5,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,2403990,GREENCASTLE COMMUNITY SCHOOLS,110 SPRING AVENUE,Greencastle,Putnam,Indiana,46135,DR. JOSEPH A. RAMMEL,6,0,55,2,4,2545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119,0,0,0,0,0,13,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025,2410500,SOUTH PUTNAM COMMUNITY SCHOOL CO,3RD FLOOR COURTHOUSE,Greencastle,Putnam,Indiana,,"C. JULIAN POLK, SUPE",4,0,14,0,8,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,5,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026,2411730,UNION SCHOOL CORP,RR 1,Modoc,Randolph,Indiana,47358,LESLIE SLINKER,2,0,16,0,33,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2027,2401770,RANDOLPH CENTRAL,135 NORTH EAST STREET,Winchester,Randolph,Indiana,47394,EDWARD E. GLENN,8,0,5,2,0,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,9,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2028,2403180,EASTERN SCHOOL CORPORAT,907     H PLUM ST UNION CITY,Union,Hardin,Iowa,0,DEL HATTON,3,0,10,0,49,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2029,2404800,JAC CEN DEL SCHOOL CORPORATION,ROUTE 3,Osgood,Ripley,Indiana,47037,SHERMAN W. LEMEN,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,3,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2030,2409750,RUSHVILLE CONSOLIDATED SCHOOLS,223 NORTH PERKINS STREET,Rushville,Rush,Indiana,46173,"NORMAN W. MICHEL, SU",13,0,52,0,0,4277,0,0,0,0,0,0,0,0,0,0,0,2,0,0,218,0,0,0,0,0,6,0,0,0,300647710729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2031,2406840,SCHOOL CITY OF MISHAWAKA,222 MIAMI TERRACE,Mishawaka,St. Joseph,Indiana,46544,DR. ROBERT R. FREEMA,11,0,32,4,13,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,5,0,0,0,304942678024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2032,2408760,PENN-HARRIS-MADISON SCHOOL CORPO,117 1/2 LINCOLNWAY EAST,Mishawaka,St. Joseph,Indiana,,ROBERT E. WENTZ - SU,13,0,8,0,0,5868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,257,0,0,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2033,2410290,SOUTH BEND COMMUNITY SCHOOL DIST,228 S ST JOSEPH STREET,South Bend,St. Joseph,Indiana,46601,CHARLES C. HOLT,49,28,5937,67,216,31062,0,0,0,0,0,0,0,0,0,0,0,97,1,2,1477,0,0,6,0,0,77,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2034,2409990,SCOTT COUNTY SCHOOL DISTRICT 1,SOUTH HIGHWAY 31,Austin,Scott,Indiana,47102,ELLSWORTH W. CHANDLE,2,0,0,0,40,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2035,2410020,2,H THIRD STREET,Scottsburg,Scott,Indiana,47170,MERRILL W. SCOTT,7,0,0,0,0,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,10,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2036,2411910,UNION-NORTH UNITED SCHOOL CORPOR,215 SOUTH MICHIGAN STREET,Lakeville,St. Joseph,Indiana,46536,BRYCE W. MILLER,3,0,0,6,1,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,2,0,0,0,703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2037,2410830,SW CONSOL SCHOOLS OF SHELBY COUN,RR #4,Shelbyville,Shelby,Indiana,4617,CHARLES WETZEL,4,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2038,2403210,SHELBY EASTERN SCHOOLS,24 WEST POLK ST,Shelbyville,Shelby,Indiana,,"J. O. SMITH, SUPERIN",6,0,0,0,2,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2039,2410140,BYVILLE CENTRAL SCHOOLS,54 W    BROADWAY,Shelbyville,Shelby,Indiana,,"HAROLD N. BELL, SUPT",10,1,89,0,1,4531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194,0,0,0,0,0,5,0,0,0,702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2040,2408010,NORTH SPENCER COUNTY SCHOOL CORP,,Dale,Spencer,Indiana,47523,THOMAS D. BRUMETT,12,0,4,1,0,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,6,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2041,2410560,SOUT,,Rockport,Spencer,Indiana,47635,L. FRED AYER,5,1,52,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2042,2407800,NORTH JUDSON-SAN PIERRE SCHOOLS,108 LANE STREET,North Judson,Starke,Indiana,46366,KERMIT D. WEDDELL,3,0,0,0,70,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,7,0,0,0,322122547205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2043,2411100,METROPOLITAN SCHOOL DIST. OF STE,500 SOUTH MARTHA STREET,Angola,Steuben,Indiana,46703,F. K. MC CUTCHAN,4,0,4,1,12,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,9,0,0,0,326417514497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2044,2403780,O SCHOOL DISTRICT OF FREMONT,,Fremont,Steuben,Indiana,46737,MYRON CLARK,2,0,0,0,4,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,5,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2045,2408160,NORTHEAST SCHOOL CORPORATION,BOX 35,Hymera,Sullivan,Indiana,47855,"H. W. GROSS, SUPERIN",7,0,0,0,0,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,8,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2046,2411220,SWITZERLAND COUNTY SCHOOL CORPOR,205 W MAIN STREET,Vevay,Switzerland,Indiana,47043,"MR. DELBERT WRIGHT,",6,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,3,0,0,0,335007449088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2047,2405400,LAFAYETTE SCHOOL CORPORATION,9TH AND BROWN STREETS,Lafayette,Tippecanoe,Indiana,47904,DR. J. RUSSELL HIATT,17,7,173,3,72,10261,0,0,0,0,0,0,0,0,0,0,0,2,0,1,431,0,0,0,0,0,7,0,0,0,339302416386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2048,2412870,WEST LAFAYETTE COMMUNITY SCHOOL,141 ANDREW PLACE,West Lafayette,Tippecanoe,Indiana,6,BRUCE K. MOORE,6,2,11,51,19,3074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,0,0,0,0,0,27,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2049,2411340,TIPPECANOE SCHOOL CORPORATION,RR #13,Lafayette,Tippecanoe,Indiana,,MR. ROYCE E. KURTZ,14,3,2,3,7,6990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,24,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
